ASN.SITE.NO,DAY,MONTH,YEAR,DOC,A350,SR,BA,FI,HIX,HIXOHNO,C1,C2,C3,C4,C5,C6,C7,SUVA254,CHL,DISC,DO,FieldNotes,NH4,NO3,pH,SAL,S.COND,SRP,TDN,TDP,TEMP,TP,TSS,DIC,A254,DO.PER,PP,PN,PC,C1.Per,C2.Per,C3.Per,C4.Per,C5.Per,C6.Per,C7.Per
47,25,9,2008,9.777375416,,0.79,0.58530003,1.25,26.40978254,,1.591100324,1.738149668,1.282916942,0.45598041,0.674331446,0.666650353,0.18274388,3.123993316,,1.34,,,7.57,,8.2,0.3,670,,4129.323527,67.603448,15.9,150.9375,0.888888889,,,,,,,24.13730238,26.36806962,19.46210034,6.917311792,10.22973961,10.11321594,2.772260321
48,16,9,2008,5.143637065,,0.85,0.701955334,1.47,11.77984078,,0.505050622,0.700414435,0.328551473,0.13333127,0.262003824,0.251334386,0.1906081,2.353287235,,0.06,,,3.44,,8.1,0.3,559,,2444.768077,15.62069,14.4,42.421875,1.222222222,,,,,,,21.29852304,29.53722326,13.85536578,5.622721749,11.04898049,10.59903893,8.03814675
49,11,9,2008,7.910497969,,0.82,0.580639625,1.28,18.56608554,,1.030838588,1.171943719,0.533326304,0.285471685,0.439349646,0.310771936,0.182726194,2.91394956,,0.904,,,3.37,,8.2,0.3,598,,655.319304,22.862069,12.7,78.75,11,,,,,,,26.06795646,29.63623811,13.48681262,7.2190385,11.11032083,7.85883395,4.620799531
50,11,9,2008,5.758767773,,1.13,0.634651237,1.19,8.721884747,,0.297328573,0.422290745,0.349067487,0.083988458,0.11291228,0.2317093,0.185408007,2.252802483,,1.37,,,68.85,,7.9,0.1,233,,291.799586,19.241379,20.4,22.96875,0.53,,,,,,,17.66968065,25.09594865,20.74442747,4.991276901,6.710165473,13.77005002,11.01845084
51,,9,2008,5.953719008,,0.9,0.557569154,1.27,17.74514366,,0.924910522,1.140620734,0.580888643,0.226978582,0.372270257,0.236984092,0.22151084,3.464296101,,0.08,,,211.54,,,0.2,493.8,,521.263547,28.293103,14.1,51.5625,1.73,,,,,,,24.96948311,30.79293561,15.6820458,6.127660702,10.05004882,6.397775942,5.98005002
53,25,9,2008,5.639951471,,0.83,0.684998537,1.33,14.41469379,,0.63536403,0.798597743,0.420883955,0.150267234,0.314413506,0.317063052,0.180331298,2.178008348,,1.26,,,15.59,,10.2,0.3,705,,4303.684555,44.068966,16,84.609375,15.73333333,,,,,,,22.55526765,28.35002451,14.94127745,5.334450035,11.16160257,11.2556608,6.40171698
54,25,9,2008,6.855002665,,0.84,0.573962323,1.2,20.1257233,,1.032579332,1.10490783,0.739621336,0.285741847,0.40761778,0.30602713,0.185305296,3.361179012,,1.94,,,19.71,,8.3,0.3,639,,3118.109663,22.344828,14.3,34.453125,4.606741573,,,,,,,25.42171431,27.20241469,18.20919876,7.03485667,10.03539626,7.534272697,4.562146616
55,9,9,2008,5.194371427,,0.9,0.703412293,1.34,11.37662813,,0.530787276,0.66913502,0.370091867,0.148857843,0.259089991,0.314312653,0.199546869,2.422652787,,0.16,,,63.68,,9.1,0.4,738,,1586.106459,22.344828,19.9,48.28125,4.204545455,,,,,,,21.30117554,26.85324832,14.85226226,5.973856551,10.3976143,12.61377072,8.008072302
56,9,9,2008,11.00196041,,0.77,0.591253155,1.34,15.19481901,,1.769513425,2.056083673,0.982443287,0.485354831,0.875884985,0.970744964,0.398408255,3.468229781,,0.0728,,,54.41,,7.74,0.4,858,,655.632993,148.868,15.4,383.7356,70.8,,,,,,,23.47322483,27.27468107,13.03245956,6.438404432,11.61892579,12.87727714,5.285027179
57,9,9,2008,5.346569287,,0.9,0.723019957,1.35,8.344562578,,0.672469036,0.71930536,0.731038155,0.196953524,0.324570192,1.303362782,0.363865732,3.127387149,,0.5182,,,6.12,,8.04,0.2,347,,296.989232,38.258,18.5,158.8351,43.2,,,,,,,15.59686726,16.68316253,16.95528636,4.568028875,7.527897848,30.22946071,8.439296419
58,9,9,2008,6.066538535,,0.84,0.627503054,1.36,11.77050775,,0.911797167,1.069276256,0.469019145,0.238860605,0.45845463,0.511030201,0.275478051,3.038971812,,0.4375,,,31.39,,7.92,0.2,491,,905.101579,58.1921,17.9,888.3523,388,,,,,,,23.17785011,27.18096272,11.92244925,6.071827711,11.65389968,12.99036873,7.002641812
59,9,9,2008,8.631597155,,0.76,0.61612718,1.36,15.24219221,,1.626340898,1.728848696,0.741736568,0.491771239,0.805294536,0.765650756,0.340065896,3.956027033,,0.0452,,,29.98,,7.84,0.3,26,,189.103391,101.9499,14.9,165.3988,13.6,,,,,,,25.02175099,26.59886474,11.41184343,7.566050571,12.38970217,11.77977052,5.232017581
60,9,9,2008,7.256428983,,0.87,0.679947786,1.39,10.24373475,,0.940456182,1.140891506,0.571144561,0.242585678,0.479598108,0.745042592,0.366976244,2.973969164,,0.3768,,,3.32,,8.24,0.2,614,,1170.704255,19.0532,18,125.7968,26.8,,,,,,,20.96100156,25.4283284,12.72973932,5.406779042,10.68934087,16.60559974,8.179211079
61,,9,2008,7.471881607,,0.84,0.672160144,1.35,11.12819022,,1.007506603,1.151386379,0.599636001,0.274403867,0.509698154,0.761985869,0.343015783,2.917976144,,0.239,,,4.16,,7.99,0.2,719,,1352.674496,73.7508,16.8,177.7968,29.6,,,,,,,21.67784498,24.77360979,12.90196634,5.904164284,10.96683392,16.39513975,7.380440939
1,30,8,2010,8.237237665,6.92669933,0.90691908,0.577343231,1.20623308,14.23084512,0.934343761,1.254227461,1.578940953,0.990235051,0.309279662,0.398672071,0.352993732,0.291945981,3.634312927,,,5.14,,,,,,443.4,,447.833318,25.1031986,23,30.9721463,2.477720207,,,,,,,24.23021645,30.50330362,19.13018999,5.974923518,7.701880937,6.819428531,5.640056952
2,30,8,2010,18.38709622,13.10819818,1.010818731,0.578693532,1.233112357,12.89802244,0.928047317,2.217690971,2.807719058,1.763786392,0.464505379,0.651583641,0.664920972,0.564540048,3.191270524,,,8.95,,,,,,398,,1034.252933,37.819252,23.1,78.24978091,1.307368421,,,,,,,24.27753174,30.7366939,19.30854238,5.08503855,7.13302382,7.279030402,6.180139213
3,10,8,2010,16.12410347,14.02394811,0.857821423,0.506512332,1.160705113,25.37787902,0.962089446,2.526477567,2.819940371,1.577537246,0.622087365,0.743447743,0.258210582,0.274816305,3.628353552,,,8,,,,,,340.5,,655.258235,26.9292677,21.2,16.21852915,0.31122449,,,,,,,28.63669762,31.96299099,17.88080674,7.051132374,8.426707797,2.926722349,3.114942135
4,10,8,2010,16.40503859,12.81919908,0.900805143,0.549941033,1.194824933,18.72753269,0.949309424,2.574383192,3.029521792,2.166377842,0.574447846,0.84554452,0.663908152,0.427576408,3.345264857,,,2.01,,,,,,511,,808.500041,20.2765336,21.1,39.21388749,1.346153846,,,,,,,25.03835194,29.46501246,21.07010759,5.587057662,8.223733489,6.457145158,4.158591703
5,10,8,2010,19.91931293,17.14814869,0.876870203,0.53121727,1.158627161,23.36504218,0.958957592,3.865697856,4.146975779,2.680157891,0.979685962,1.180533168,0.507701587,0.471147125,3.570813357,,,2.03,,,,,,482.8,,992.233069,35.1558831,20.7,71.33975575,5.087132725,,,,,,,27.94770084,29.98124602,19.37664394,7.082801399,8.534859433,3.67051244,3.406235922
6,23,8,2010,13.12602588,9.24149785,0.891884577,0.587868002,1.202383071,16.58177355,0.943122917,2.081371948,2.425452307,1.38814904,0.480940642,0.740487664,0.590953901,0.359155206,3.046733126,,,9.94,,,,,,580,,1246.195628,31.7742127,19.6,58.82757548,7.444285714,,,,,,,25.80263045,30.06817191,17.20879188,5.962189346,9.17977662,7.326016445,4.452423346
7,10,8,2010,20.71041245,17.43149785,0.850719428,0.527831078,1.185802855,19.18285369,0.950452993,3.62566479,3.924907247,2.382158736,0.887875536,1.202607326,0.523229979,0.508727114,3.447130665,,,3.65,,,,,,558,,806.082502,37.6277367,21.5,41.58105673,2.2,,,,,,,27.77186806,30.06400551,18.24686008,6.800949252,9.211731896,4.007837124,3.896748075
8,10,8,2010,15.32180102,10.9180497,0.859033445,0.556041163,1.211477069,19.18103754,0.950448534,2.357207433,2.585895938,1.52429476,0.606078584,0.78454157,0.342104425,0.342472255,2.994298754,,,2.68,,,,,,524,,874.634865,49.2987937,23.2,67.61991837,2.04,,,,,,,27.59357599,30.27061389,17.84346286,7.094783101,9.183878824,4.004689751,4.008995585
9,30,8,2010,12.04106477,7.707248775,0.939296677,0.621864194,1.238749661,12.87622606,0.927934296,1.54285461,2.076878947,1.086256818,0.370962441,0.538352734,0.442026575,0.407981409,2.852509262,,,0.88,,,,,,557,,730.020655,36.5150414,20.2,62.27320094,0.365306122,,,,,,,23.86356983,32.12340648,16.80130147,5.737733198,8.326784636,6.836893102,6.310311277
10,23,8,2010,15.42435095,11.16144836,0.846026193,0.588679205,1.20963178,18.4640731,0.948623292,2.594960323,2.927799706,1.554608162,0.633180629,0.975609998,0.66170251,0.395023005,3.098441451,,,8.46,,,,,,538,,1388.951355,38.5375534,19.3,88.92444154,11.60375,,,,,,,26.63441579,30.05064626,15.95634423,6.498903275,10.01356441,6.791649037,4.054477006
11,30,8,2010,7.863232009,3.11640036,1.082161936,0.699823674,1.16914774,8.144721718,0.890647301,0.504570293,0.716508013,0.647222894,0.135437844,0.159208626,0.4805194,0.248200892,2.314112103,,,9.96,,,,,,239.7,,380.837245,15.6476716,22.8,19.56030346,8.383,,,,,,,17.44910894,24.77836399,22.38233789,4.683727377,5.505771343,16.61737815,8.583312305
12,30,8,2010,2.466864693,1.711550345,0.87961796,0.614453834,1.200985576,13.13108463,0.929234024,0.382462827,0.418925201,0.234745321,0.111333654,0.138353066,0.116003687,0.083103354,3.053086116,,,10.38,,,,,,443.3,,1366.63444,6.1921447,14.4,14.34346103,0.536125654,,,,,,,25.75633675,28.211836,15.80854167,7.49758377,9.317162106,7.812079544,5.596460152
13,30,8,2010,7.98301723,6.79179982,0.870615243,0.564552111,1.332654033,16.2901572,0.942163626,1.367188706,1.451786574,0.698000771,0.302078348,0.467012701,0.201685849,0.234438033,3.533977067,,,9.27,,,,,,441.2,,551.575996,12.3871451,19.4,16.29977694,0.834170854,,,,,,,28.95242296,30.74391907,14.78129058,6.396995572,9.889746153,4.271022705,4.964602954
14,16,8,2010,11.83682666,7.608447655,0.97262966,0.619123338,1.258858121,10.38960451,0.912200639,1.414114987,1.951390456,1.285658386,0.296090791,0.48879515,0.706622391,0.512795848,2.885777467,,,3.37,,,,,,639,,1011.512949,85.5427712,24.5,116.6541384,4.659183673,,,,,,,21.24741619,29.32010872,19.31732501,4.448835012,7.344264135,10.61717057,7.704880368
15,16,8,2010,20.69576246,14.40549745,0.857547533,0.603973602,1.216206663,17.75526487,0.946681638,3.447723654,4.325330002,3.234062525,0.80224591,1.20508956,1.462815012,0.595707106,3.2395761,,,9.05,,,,,,915,,2391.248259,184.2875,22.5,326.038374,14.736,,,,,,,22.87354643,28.69593,21.45603498,5.322412964,7.99503521,9.704886603,3.952153803
16,16,8,2010,9.766007326,6.62719828,0.87346228,0.610150588,1.298969819,14.25941305,0.93446668,1.290425836,1.433379792,0.889602416,0.360915817,0.482592844,0.429737199,0.262197968,2.72651836,,,6.95,,,,,,453.3,,1155.341459,75.7359272,22.2,174.4807012,21.426,,,,,,,25.0623997,27.83882364,17.27768516,7.009636827,9.372824389,8.346272328,5.092357957
17,23,8,2010,21.41102673,19.70539746,0.882542422,0.520352895,1.191401045,17.66617481,0.94642716,4.239605969,3.978053208,3.216050053,1.144100522,1.263681662,0.969715347,0.704212095,3.645102985,,,3.05,,,,,,512,,1359.39693,124.0938131,18.2,575.4686532,138.1657143,,,,,,,27.32511451,25.63935428,20.72809044,7.373958335,8.144682871,6.250010754,4.538788811
18,16,8,2010,11.23100644,8.05389861,0.862890581,0.54429136,1.189872756,15.78503016,0.940423104,1.670853113,1.926427722,1.141580681,0.445638449,0.550112458,0.401160145,0.318368851,3.005420645,,,9.62,,,,,,470.5,,539.684722,95.3496152,21.9,123.417479,3.016,,,,,,,25.8880772,29.84793169,17.68756844,6.904689874,8.523402608,6.215546251,4.932783934
19,30,8,2010,12.93902305,6.980147485,0.996355971,0.613709862,1.208651319,11.61722766,0.920743286,1.106600595,1.495198412,1.123737971,0.263370278,0.336296856,0.499026509,0.349326768,2.606081414,,,7,,,,,,403.6,,823.987406,16.9518823,23.8,41.73188383,1.094845361,,,,,,,21.38954904,28.90077947,21.72079841,5.090699845,6.50030203,9.64571322,6.752157978
22,10,8,2010,6.876512019,4.4849995,0.951840358,0.577734799,1.164261459,10.58414275,0.913675097,0.612593271,0.747842908,0.525121417,0.130298307,0.173595527,0.193430053,0.178784229,2.794294469,,,8.5,,,,,,108.6,,287.746852,7.0880192,21.2,16.89486322,1.119191919,,,,,,,23.91386464,29.19361822,20.49921715,5.086468011,6.776665909,7.550948279,6.979217786
23,10,8,2010,10.51660393,7.138548645,0.860741218,0.548835714,1.231116328,20.61888946,0.953744155,1.543284711,1.852671987,0.994655582,0.367422629,0.498768443,0.275305368,0.209233418,3.089262357,,,6.32,,,,,,445.1,,161.2793,15.1042536,18.2,25.34903908,0.699487179,,,,,,,26.88020804,32.26897026,17.32444362,6.399594732,8.687314412,4.795139558,3.644329374
24,2,8,2010,6.621429821,2.512546245,1.131863762,0.720077933,1.186264513,6.473732583,0.866198049,0.302085469,0.413161144,0.503997597,0.09228047,0.093389581,0.35525403,0.210750932,2.181182409,,,8.388,,,,,,239.7,,265.535705,11.1460236,24.9,20.27653356,2.023469388,,,,,,,15.32713596,20.96286541,25.57170234,4.682103098,4.738376891,18.02478893,10.69302737
27,16,8,2010,5.294312979,3.51659834,0.875112682,0.63949363,1.198153484,12.69389902,0.926974779,0.665327177,0.793589918,0.530785881,0.177586204,0.2402656,0.294466217,0.157098525,2.985580642,,,10.29,,,,,,501,,665.275916,7.7643533,22.6,23.99637094,4.124242424,,,,,,,23.270352,27.75644431,18.56466219,6.211220015,8.403482196,10.29919228,5.494646999
28,16,8,2010,4.411004691,3.27849815,0.854315253,0.612571979,1.221646436,14.13075137,0.933909429,0.659538451,0.738127937,0.393466857,0.180177621,0.245142385,0.209136476,0.129808726,3.193943135,,,10.33,,,,,,461.3,,545.320612,13.1750258,20.1,28.73070942,5.115,,,,,,,25.80961299,28.88504281,15.39747575,7.050862099,9.593117845,8.184104352,5.079784166
29,10,8,2010,22.14007923,17.87124738,0.895452141,0.530884349,1.195223318,23.14269517,0.958579604,4.116359762,4.822951045,3.38186691,0.927158783,1.30556142,0.950203792,0.499990226,3.516755589,,,8.27,,,,,,513,,866.369901,25.3490391,22.3,34.81771604,3.714,,,,,,,25.72067055,30.13573693,21.13126395,5.79326079,8.157672582,5.93725527,3.124139926
31,16,8,2010,15.23648636,11.39474703,0.930621355,0.549006885,1.228693483,12.00872385,0.923128509,2.1625724,2.736634037,1.565706792,0.471955573,0.737137555,0.400462655,0.566132818,3.179522226,,,0.36,,,,,,420.1,,610.427981,14.527694,22.7,45.30089411,2.76,,,,,,,25.02802979,31.67179892,18.12034419,5.462068294,8.531090421,4.6346616,6.552006783
32,16,8,2010,7.040247214,3.808748625,0.90283225,0.678901977,1.234238993,12.96485114,0.928391646,0.836338049,1.012115548,0.728690234,0.201948204,0.317215168,0.51440348,0.214262749,2.549448632,,,9.43,,,,,,604,,1698.200028,16.8948632,23.5,57.81307438,11.681,,,,,,,21.86519891,26.460721,19.0508574,5.27972828,8.293264611,13.44855041,5.601679405
34,23,8,2010,6.588682782,3.694348065,0.883031156,0.691022315,1.321001564,11.38257076,0.919241326,0.915934353,1.13300096,0.612370438,0.219722763,0.396905928,0.506303469,0.240241931,2.588430591,,,9.56,,,,,,749,,812.896942,34.6329627,19.3,118.0068065,39.18181818,,,,,,,22.75907419,28.1527304,15.21613878,5.459656195,9.862291366,12.58059399,5.969515079
35,16,8,2010,8.30014645,5.20649835,0.929325839,0.635526353,1.220755973,13.40809616,0.930594578,1.092146604,1.321579979,0.955604132,0.263060839,0.407578823,0.546319054,0.265799635,2.795914324,,,9.07,,,,,,749,,861.474383,31.0978787,23.8,103.8037911,24.214,,,,,,,22.50879135,27.23733965,19.69469478,5.421599551,8.400068866,11.25946055,5.478045258
36,2,8,2010,14.2299458,9.0909989,0.886817218,0.593612596,1.204427954,14.42855008,0.935185095,1.594026695,2.055175653,1.848052683,0.409361407,0.531652293,0.826223729,0.378949724,2.989540474,,,2.99,,,,,,705,,890.711505,11.4841907,20.9,53.41690293,2.830612245,,,,,,,20.85482766,26.88809052,24.17827778,5.355720592,6.955665788,10.80957649,4.957841178
37,2,8,2010,2.242806006,1.34739926,0.877567714,0.659241603,1.253932365,5.769832942,0.852285868,0.247677008,0.275994587,0.183414283,0.090004995,0.100620892,0.117307121,0.135387316,2.477877822,,,10.85,,,,,,437.5,,1287.444901,18.2228181,17.6,26.02537315,1.518367347,,,,,,,21.52952649,23.9910552,15.94343656,7.823757803,8.746553333,10.19701744,11.76865317
38,30,8,2010,6.35342116,5.68329767,0.876375549,0.5647493,1.217852057,12.43463645,0.925565533,0.923645453,1.08140681,0.700578266,0.255191715,0.296109764,0.260317272,0.238884983,3.634781496,,,4.25,,,,,,447,,,30.9721463,21.5,48.90504219,2.390909091,,,,,,,24.59032048,28.79041947,18.65157678,6.793998753,7.883364738,6.930457054,6.359862728
39,16,8,2010,8.286358223,5.02939806,0.891005606,0.639990048,1.329871322,13.60165317,0.931514604,1.17350022,1.450588719,1.017174761,0.276258163,0.454812377,0.556947918,0.293511102,2.855222695,,,10.36,,,,,,682,,929.649006,30.0833776,24.9,87.23360637,12.14533333,,,,,,,22.4688239,27.77419375,19.47568495,5.289471538,8.708220953,10.66379407,5.619810844
40,16,8,2010,5.545086356,3.272448255,0.872939906,0.655226452,1.278028855,12.85167475,0.927806564,0.635927355,0.766520552,0.589204476,0.136026199,0.229819321,0.326374916,0.166264595,2.727179936,,,9.87,,,,,,532,,1363.234775,5.059017,22.8,15.54219508,2.133333333,,,,,,,22.31216474,26.89416125,20.67284451,4.772618974,8.063447042,11.45119931,5.833564171
42,23,8,2010,4.955639655,2.76009799,0.963428335,0.684334062,1.260997397,7.407178604,0.881054032,0.605088736,0.728503419,0.473807239,0.155041422,0.268062318,0.566297098,0.281833727,2.383163186,,,2.11,,,,,,659,,892.1167,64.536007,20,155.2051803,4.732994924,,,,,,,19.65445532,23.66320351,15.39017776,5.036045989,8.707183821,18.39442771,9.154505886
43,10,8,2010,5.86738616,4.658948605,0.876042953,0.583248294,1.202614108,14.15574642,0.934018426,0.924002404,1.043946745,0.620091248,0.215695148,0.31455364,0.208020079,0.213069166,3.376111281,,,8.01,,,,,,407.5,,497.770625,20.6147006,23.5,52.40240183,8.868,,,,,,,26.1063467,29.49519995,17.51977813,6.094153317,8.887256512,5.877305383,6.019960007
44,23,8,2010,7.975261353,6.04639836,0.856619896,0.571270453,1.160153,15.85133977,0.940657537,1.240745894,1.400751342,0.80480642,0.271368221,0.409712239,0.308716714,0.208763533,3.321069641,,,10.15,,,,,,404.6,,314.929066,13.1571494,17.7,53.0787359,5.254822335,,,,,,,26.71220938,30.1569913,17.32680133,5.84232821,8.820757873,6.646409666,4.494502243
45,2,8,2010,3.824143282,2.906447855,0.942861199,0.60589816,1.246021615,10.06324234,0.909610585,0.480820937,0.577403551,0.508833887,0.155237488,0.172537219,0.260954835,0.159604234,3.288696821,,,10.2,,,,,,478.4,,326.729682,8.7788544,22.3,31.4360457,5.126687435,,,,,,,20.76628518,24.93761373,21.97614287,6.704587296,7.451749326,11.27043792,6.893183685
46,10,8,2010,5.452015824,3.22229877,0.973787811,0.64971627,1.260343764,10.37903561,0.91211909,0.573376268,0.738493457,0.486018253,0.101204671,0.206583093,0.236229554,0.212111473,2.568279187,,,8.37,,,,,,402.5,,1151.035216,23.9963709,24.4,69.98708761,9.518,,,,,,,22.44998055,28.91498075,19.0295639,3.962568775,8.088556642,9.249334494,8.305014892
47,17,8,2010,6.152630105,3.56469853,0.912078109,0.687806403,1.251280706,9.956370259,0.908728897,0.757720074,0.919318216,0.699051559,0.201722209,0.306595708,0.577456353,0.253787731,2.758933698,,,8.16,,,,,,565,,1562.878236,139.2216269,22.8,260.8278435,67.616,,,,,,,20.3926553,24.74177488,18.81369911,5.428985738,8.251464894,15.54118567,6.830234404
48,17,8,2010,4.204181287,2.392050295,0.936697645,0.730903285,1.27039837,7.668255496,0.884636534,0.488617891,0.643153675,0.298869966,0.121518976,0.218797953,0.22059133,0.230486458,2.528922891,,,8.42,,,,,,509,,1275.41764,46.9487263,22.4,103.465624,19.706,,,,,,,21.98964536,28.94433767,13.4502741,5.468811594,9.846731938,9.927440657,10.37275868
49,16,8,2010,5.066807234,3.59789721,0.879203621,0.619202826,1.250766719,12.59572543,0.92644747,0.712177837,0.844123527,0.513428097,0.167407118,0.261363981,0.28743722,0.178207643,3.110025008,,,9.55,,,,,,608,,680.551746,21.9673687,21.1,47.66806335,4.54,,,,,,,24.02641353,28.47780411,17.32128569,5.647736332,8.817515462,9.697136239,6.012108637
50,2,8,2010,5.090074867,2.22819818,1.134289398,0.703634166,1.253606885,6.465337003,0.866047574,0.269420455,0.332718818,0.401376855,0.088592127,0.087251033,0.293381396,0.176949963,2.400396556,,,8.34,,,,,,250.1,,461.734172,12.5347234,23.7,15.54219508,0.1,,,,,,,16.33157438,20.16855818,24.33043163,5.370226664,5.288932998,17.78402493,10.72625121
51,16,8,2010,7.330661744,5.051848315,0.891677529,0.591478683,1.158120877,12.57944597,0.926359293,0.939736134,1.104971412,0.651937388,0.234450287,0.321816497,0.294993029,0.22902705,2.989068256,,,8.71,,,,,,395.1,,132.102616,21.2910347,22.2,69.31075355,10.172,,,,,,,24.88093999,29.25579469,17.26103152,6.207427076,8.520580045,7.810388031,6.063838648
53,17,8,2010,3.631969869,2.073949105,0.89967619,0.748496744,1.327742118,7.709345456,0.885180809,0.54669515,0.653614751,0.298149384,0.129270089,0.248247772,0.282627243,0.255006116,2.512121365,,,8.37,,,,,,661,,4762.718847,77.0870703,20.5,185.3020463,26.952,,,,,,,22.65051254,27.08037397,12.35283752,5.355880277,10.28532862,11.70972874,10.56533834
54,16,8,2010,8.50610809,7.348848615,0.849129857,0.575510096,1.174965938,17.86341201,0.946987321,1.612468792,1.627781258,1.126334047,0.422101481,0.518872228,0.375765367,0.263236225,3.569064523,,,8.46,,,,,,612,,3175.845702,30.4215446,22.1,78.44126347,10.872,,,,,,,27.11599572,27.37349699,18.94093663,7.098247117,8.725587239,6.319038319,4.426697984
55,17,8,2010,6.986817835,4.76109889,0.79481265,0.614464778,1.232679313,19.41071023,0.951006114,1.390753121,1.395539312,0.829088453,0.382813208,0.52827669,0.42672979,0.19212561,2.942841702,,,8.89,,,,,,712,,3868.229109,32.7887138,18.3,97.71678443,26.93,,,,,,,27.02944519,27.12246536,16.11342845,7.440018267,10.2671176,8.293542037,3.733983097
1,14,6,2010,9.06107846,7.590947405,0.901240053,0.556275585,1.3184947,14.72479439,0.936406164,1.340192484,1.632055694,1.020664074,0.361621813,0.448573791,0.373420098,0.259963532,3.595674976,,,6.61,,,,,,416.6,,297.681179,4.920208,20.4,9.377418655,0.429896907,,,,,,,24.65179036,30.02038536,18.77431569,6.651749827,8.251163313,6.868770032,4.781825423
2,22,6,2010,11.4698202,9.443449155,0.931194561,0.573239742,1.373254821,11.57415849,0.920471815,1.405345048,1.718110879,1.054066674,0.342046031,0.471399873,0.353803427,0.364655951,3.479859808,,0.1964,6.49,,,,,,435.2,,1122.043599,7.8910741,19.6,23.74858446,6.279775281,,,,,,,24.6144636,30.09252265,18.4618616,5.990898528,8.256516811,6.196828023,6.386908784
3,22,6,2010,9.922862454,9.16119688,0.85407653,0.511512275,1.344778491,19.30931807,0.950761518,1.694970768,1.808508939,1.007289778,0.47454964,0.530421307,0.197660333,0.21904054,3.830637708,,0.0538,6.54,,,,,,372.3,,429.161117,0.9590532,16.9,3.865190677,2.261111111,,,,,,,28.57121851,30.48507092,16.97934672,7.99923026,8.94102916,3.331854844,3.692249594
4,22,6,2010,14.85315458,12.21549545,0.880274258,0.550515978,1.346551155,18.5091791,0.948742077,2.236665903,2.615973822,1.632822517,0.560224341,0.748905962,0.473334063,0.323907868,3.481755289,,,1.65,,,,,,449,,652.252109,2.8406017,20.4,13.51158964,1.382142857,,,,,,,26.03246035,30.44720926,19.00435258,6.520427536,8.716484985,5.509115246,3.769950049
5,22,6,2010,19.95173499,17.21629737,0.853102871,0.502835323,1.319731988,24.23738279,0.96037624,3.239893231,3.500531798,2.643507579,0.895503798,0.952677141,0.52443666,0.322480904,3.592471513,,0.0854,1.25,,,,,,494.2,,764.799895,5.4153524,19.2,9.672716583,0.848863636,,,,,,,26.82245953,28.98023663,21.8850962,7.413705535,7.887032762,4.341711311,2.669758038
