Sample Name,Month,Date,Year,DOC (mg/L),A350,BA,C1,C2,C3,C4,C5,C6,C7,E280,E280_oldmeth,FI,HIX,HIX.OHNO,SR,SUVA254,Chla,Discharge,DO,FieldNotes,NH4,NO3,pH,Salinity,SpCond,SRP,TDN,TDP,Temp,Time,TP,TSS,DIC,,
40,June,,2006,5.969761079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,1.255149078,1.165,,,,,8.58,,499,,1.22786,6.080481081,,,39.85676486,1.8,,,
41,June,,2006,4.50227303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,1.334519005,0.0073,,,,,8.24,,794,,5.552596,7.84,,,18.10000811,5.4,,,
42,June,,2006,4.89208182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,2.940327759,,,,,,7.96,,810,,5.789196,10.81021081,,,4.9994,15.82417582,,,
43,June,,2006,7.494998579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,1.737169876,1.0143,,,,,7.88,,357.1,,0.353428,11.21561622,,,,5.4,,,
44,June,,2006,5.50217682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,0.880693989,0.2594,,,,,8.36,,326.5,,0.39898,10.13453514,,,,3.6,,,
45,June,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
46,June,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
47,June,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
48,June,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
49,June,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
50,June,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
51,June,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
52,June,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
53,June,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
54,June,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
55,June,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
55.5,June,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
56,June,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
57,June,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
58,June,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
59,June,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
60,June,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
61,June,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
1,March,,2006,5.653536266,4,0.564046396,NA,NA,NA,NA,NA,NA,NA,259.8212058,2.163247819,1.438607383,17.3456383,0.945491131,0.865941457,2.890226441,2.960215568,,,,,,7.54,,322,,0.775668,12.32628882,,,29.53125,2.6,,,
2,March,,2006,5.795115564,4,0.582413865,NA,NA,NA,NA,NA,NA,NA,253.4735664,2.110397949,1.419484172,13.1141603,0.929149168,0.865941457,2.819615902,0.614662743,,,,,,7.85,,375,,2.660356,22.89167924,,,46.5625,4.6,,,
3,March,,2006,6.678589011,5.29,0.541673525,NA,NA,NA,NA,NA,NA,NA,286.8430213,2.388229007,1.366312185,10.62252407,0.91396017,0.92086016,3.159349971,1.057129288,,,,,,7.43,,290,,0.705572,4.642368518,,,12.5,1,,,
4,March,,2006,5.104916488,4.37,0.559787101,NA,NA,NA,NA,NA,NA,NA,290.8025084,2.421195338,1.437348697,15.35069103,0.938840505,0.872530653,3.159699094,3.375637055,,,,,,7.45,,306,,1.045652,71.71658952,,,40.625,0.425531915,,,
5,March,,2006,4.054249068,3.78,0.550172404,NA,NA,NA,NA,NA,NA,NA,325.2821516,2.708269723,1.365759526,9.794644437,0.907361469,0.90999193,3.551829145,2.019846726,,,,,,7.7,,271,,0.733132,4.322205172,,,11.25,0,,,
6,March,,2006,6.030770579,4.49,0.570401498,NA,NA,NA,NA,NA,NA,NA,272.84505,2.271683165,1.426378915,18.93373528,0.949833787,0.885450396,3.014540142,1.590580273,4.2,,,,,7.68,,449,,2.001828,9.284737036,,,35.78125,16.6,,,
7,March,,2006,8.596429629,6.52,0.550998869,NA,NA,NA,NA,NA,NA,NA,282.0892434,2.348649483,1.35232937,19.26863485,0.950662686,0.871075167,3.1687574,2.305400467,,,,,,7.66,,400,,2.172076,1.120571711,,,10.625,1.777777778,,,
8,March,,2006,7.24770053,5.42,0.554079283,NA,NA,NA,NA,NA,NA,NA,282.0509942,2.348331023,1.493140445,17.31535863,0.945401015,0.884574386,3.159622822,2.660705872,,,,,,7.66,,381,,1.085172,10.24522707,,,18.59375,0.6,,,
9,March,,2006,,4.6,0.585208434,NA,NA,NA,NA,NA,NA,NA,MISSING,MISSING,1.43225557,14.3603073,0.934897136,0.923110819,MISSING,6.104284668,,,,,,7.79,,374,,,11.52588046,,,35.15625,9,,,
10,March,,2006,5.981404114,4.7,0.58798625,NA,NA,NA,NA,NA,NA,NA,278.9121414,2.322197219,1.410287184,9.883864781,0.908120872,0.888445215,3.056138601,1.849310913,5.2,,,,,7.84,,345,,1.316364,28.01429278,,,54.0625,8.076923077,,,
11,March,,2006,5.864508049,4.13,0.574546356,NA,NA,NA,NA,NA,NA,NA,259.280848,2.158748849,1.449986708,15.42725596,0.93912556,0.89892333,2.890268009,1.547413177,,,,,,7.88,,408,,0.696524,28.4945378,,,17.8125,7.6,,,
12,March,,2006,5.001060621,3.08,0.609670723,NA,NA,NA,NA,NA,NA,NA,220.229522,1.833611047,1.39383693,14.25599629,0.934452003,0.827465995,2.437482951,0.383953362,,,,,,8.07,,445,,1.412772,4.802450191,,,9.84375,8.4,,,
13,March,,2006,6.034962072,3.98,0.522316152,NA,NA,NA,NA,NA,NA,NA,311.6632048,2.594879606,1.542126456,27.90013107,0.965398081,NA,3.671936913,1.138560028,1.5,,,,,7.73,,346,,1.13842,6.403266921,,,11.40625,4.4,,,
14,March,,2006,10.0774236,4.81,0.548750394,NA,NA,NA,NA,NA,NA,NA,240.2754133,2.000511321,1.373791813,35.0533628,0.972263336,NA,2.972982103,5.98131307,,,,,,7.67,,688,,5.692372,226.5155673,,,329.0625,45,,,
15,March,,2006,7.681287129,3.32,0.546875647,NA,NA,NA,NA,NA,NA,NA,218.4392748,1.818705611,MISSING,23.33675321,0.958909885,NA,2.700068316,1.103294907,,,,,,7.43,,521,,1.601012,48.18458358,,,94.84375,2,,,
16,March,,2006,,4.73,0.568663762,NA,NA,NA,NA,NA,NA,NA,MISSING,MISSING,1.397145696,21.35018826,0.955257648,0.894935823,MISSING,4.694189758,,,,,,7.52,,502,,,14.2472689,,,28.90625,1.6,,,
17,March,,2006,12.01342735,9.23,0.523769892,NA,NA,NA,NA,NA,NA,NA,291.4338222,2.426451599,1.430110291,32.74921109,0.970369678,0.859210815,3.303803223,1.482396393,,,,,,7.44,,440,,0.581708,6.243185248,,,12.8125,0.85106383,,,
18,March,,2006,5.671233679,3.59,0.591372997,NA,NA,NA,NA,NA,NA,NA,239.5263971,1.99427508,MISSING,21.6199123,0.955791164,0.879648719,2.697825706,3.768591004,3.1,,,,,7.68,,518,,0.632564,9.124655363,,,29.0625,3.6,,,
19,March,,2006,6.718175327,6.34,0.577722949,NA,NA,NA,NA,NA,NA,NA,297.1310278,2.473886017,NA,27.46412146,0.964868053,0.820539501,3.152641747,1.559276772,,,,,,7.64,,423,,2.678972,8.164165324,,,27.96875,6.4,,,
20,March,,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,,,,NA,,NA,,,NA,,,,
21,March,,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,,,,NA,,NA,,,NA,,,,
22,March,,2006,,MISSING,MISSING,NA,NA,NA,NA,NA,NA,NA,MISSING,MISSING,NA,MISSING,MISSING,MISSING,MISSING,,,,,,,,,,,,,,,2.1875,,,,
23,March,,2006,6.068028289,4.59,0.558724471,NA,NA,NA,NA,NA,NA,NA,259.8875343,2.163800064,NA,42.65608134,0.977093684,0.751273491,2.753777538,1.313631249,,,,,,7.61,,414,,0.386396,,,,36.40625,1.4,,,
24,March,,2006,,MISSING,MISSING,NA,NA,NA,NA,NA,NA,NA,MISSING,MISSING,NA,MISSING,MISSING,MISSING,MISSING,,,,,,,,,,,,,,,12.96875,,,,
25,March,,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,,,,NA,,NA,,,NA,,,,
26,March,,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,,,,NA,,NA,,,NA,,,,
27,March,,2006,5.543626022,5.25,0.553647126,NA,NA,NA,NA,NA,NA,NA,305.0542286,2.539853869,NA,33.98539762,0.971416646,0.750595735,3.248776149,4.41821022,2.1,,,,,8.19,,411,,1.102644,8.644410344,,,16.71875,38,,,
28,March,,2006,3.751530175,3.13,0.603206295,NA,NA,NA,NA,NA,NA,NA,251.3214358,2.092479504,NA,148.1366043,0.993294738,0.632380414,2.572283722,4.371019745,1.3,,,,,7.98,,489,,1.788004,1.60081673,,,27.5,13.4,,,
29,March,,2006,8.373814812,6.63,0.537518794,NA,NA,NA,NA,NA,NA,NA,293.4611375,2.443330842,NA,23.24379215,0.958752327,0.869403767,3.267328047,2.73185997,,,,,,7.69,,348,,0.6465,2.561306768,,,10,4.8,,,
30,March,,2006,5.771363774,4.09,0.586179958,NA,NA,NA,NA,NA,NA,NA,261.800524,2.179727443,NA,-4.161168884,1.316338683,0.872920947,2.945577625,0.629518547,,,,,,7.66,,542,,1.430556,16.32833065,,,132.96875,1.2,,,
31,March,,2006,6.309737682,3.85,0.566759901,NA,NA,NA,NA,NA,NA,NA,232.4195622,1.935104217,NA,-4.435149722,1.291108127,0.896093984,2.603911736,1.924251862,,,,,,7.33,,422,,1.981236,5.602858556,,,47.96875,1.836734694,,,
32,March,,2006,5.447687419,4.1,0.596955951,NA,NA,NA,NA,NA,NA,NA,283.5287529,2.360634708,NA,-4.941077011,1.253737747,0.842525048,3.214207911,2.099854151,2.6,,,,,7.85,,552,,0.636204,6.243185248,,,108.75,160.3333333,,,
33,March,,2006,5.465384831,3.82,0.556509544,NA,NA,NA,NA,NA,NA,NA,259.975437,2.164531934,NA,-4.010672367,1.332151718,0.895211998,2.927515718,0.767615967,,,,,,8.06,,428,,1.474028,4.322205172,,,66.25,28,,,
34,March,,2006,3.744544354,2.24,0.663526194,NA,NA,NA,NA,NA,NA,NA,230.9414226,1.92279736,NA,-2.738135299,1.575329205,0.768933037,2.609129196,3.50235265,0.82,,,,,8.01,,565,,4.737132,12.32628882,,,13.59375,85.25,,,
35,March,,2006,7.468452461,5.35,0.547868819,NA,NA,NA,NA,NA,NA,NA,274.8398869,2.288291997,NA,-6.21785431,1.191649659,0.804852168,3.12514542,0.805842209,5.23,,,,,7.68,,479,,3.121908,53.46727879,,,18.4375,21,,,
36,March,,2006,5.444893091,4.18,0.533629603,NA,NA,NA,NA,NA,NA,NA,268.2332042,2.233285355,NA,-3.869066164,1.348545465,0.943816502,2.944043112,0.847230721,,,,,,7.91,,416,,0.450148,5.762940229,,,21.71875,3.6,,,
37,March,,2006,3.760844602,2.29,0.605826049,NA,NA,NA,NA,NA,NA,NA,227.3855823,1.893191757,,-2.294670589,1.772397248,0.890661795,2.549959122,0.452201223,,,,,,8.01,,452,,1.295044,9.124655363,,,49.0625,1.489361702,,,
38,March,,2006,4.187911102,2.99,0.556205315,NA,NA,NA,NA,NA,NA,NA,258.1150778,2.149042752,,-2.747119951,1.572370546,0.842092317,2.851063384,1.076981735,,,,,,7.97,,408,,1.072172,4.482286845,,,27.1875,4,,,
39,March,,2006,4.437072037,-0.28,0.605421971,NA,NA,NA,NA,NA,NA,NA,-4.601726055,-0.038313554,,-2.595449933,1.626782439,NA,0.0292986,1.00581007,,,,,,7.86,,506,,2.450796,4.962531864,,,,35.8,,,
40,March,,2006,5.072781713,0.29,0.564792711,NA,NA,NA,NA,NA,NA,NA,31.01654652,0.258240956,,-3.086469384,1.47927854,0.706222235,0.412002747,0.795653305,,,,,,7.95,,436,,1.981964,68.8351194,,,60.78125,9.8,,,
41,March,,2006,,MISSING,MISSING,NA,NA,NA,NA,NA,NA,NA,MISSING,MISSING,,MISSING,MISSING,MISSING,MISSING,,,,,,,,,,,,,,,12.5,,,,
42,March,,2006,4.365350946,-0.3,0.645753885,NA,NA,NA,NA,NA,NA,NA,-22.56124221,-0.187842858,,9.313573245,0.903040394,NA,-0.229076657,1.872108269,,,,,,7.89,,609,,5.665956,32.33649795,,,6.5625,8,,,
43,March,,2006,3.90568395,-0.34,0.546358436,NA,NA,NA,NA,NA,NA,NA,-21.52629375,-0.179225971,,11.77748756,0.921737353,NA,-0.194588198,1.548514271,,,,,,7.83,,465,,0.50974,2.401225095,,,,0.6,,,
44,March,,2006,4.56328253,MISSING,MISSING,NA,NA,NA,NA,NA,NA,NA,MISSING,MISSING,,MISSING,MISSING,MISSING,MISSING,0.614424973,,,,,,7.92,,347,,0.485092,7.043593613,,,,3.6,,,
45,March,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
46,March,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
47,March,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
48,March,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
49,March,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
50,March,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
51,March,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
52,March,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
53,March,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
54,March,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
55,March,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
55.5,March,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
56,March,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
57,March,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
58,March,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
59,March,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
60,March,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
61,March,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
1,May,,2006,6.311134847,4.03,0.606789804,NA,NA,NA,NA,NA,NA,NA,557.1341404,2.056682406,1.419063084,13.48240061,0.930950674,1.053723297,2.798228913,3.209668809,1.6,,,,,,,368,,0.338348,10.65785256,,,,3.6,,,
2,May,,2006,9.65780864,6.48,0.565321372,NA,NA,NA,NA,NA,NA,NA,866.5292561,2.146449652,1.341356684,12.90652427,0.928091306,0.908547728,2.873322617,2.272909928,0.2294,,,,,,,342,,1.027348,10.21314103,,,,1.8,,,
3,May,,2006,11.06195858,7.42,0.504326536,NA,NA,NA,NA,NA,NA,NA,991.2427001,2.231069644,1.338008178,21.93970625,0.956407463,0.87446081,2.990428842,2.767453079,0.0251,,,,,,,267.8,,0.360812,8.666666667,,,,1.4,,,
4,May,,2006,12.08095695,7.89,0.565307335,NA,NA,NA,NA,NA,NA,NA,1069.163418,2.190223847,MISSING,21.10142294,0.954754044,0.926256229,2.972446649,0.709754562,0.2,,,,,,,409.8,,0.439644,9.604166667,,,,2.4,,,
5,May,,2006,15.64186258,11.72,0.524456846,NA,NA,NA,NA,NA,NA,NA,1391.448462,2.39165891,1.34333593,21.65612005,0.955861816,0.914260886,3.22915508,0.644707661,0.0381,,,,,,,395.6,,0.559452,12.61698718,,,,1.4,,,
6,May,,2006,11.47598488,8.51,0.593611815,NA,NA,NA,NA,NA,NA,NA,1026.760817,2.173233953,MISSING,15.82751235,0.94057351,0.9931172,2.917396662,2.068416367,1.5286,,,,,,,411.1,,0.878004,9.508012821,,,,2.2,,,
7,May,,2006,16.31948717,12.3,0.509505979,NA,NA,NA,NA,NA,NA,NA,1451.679526,2.383040569,MISSING,23.45738646,0.959112557,0.873412812,3.217625618,0.820209789,0.0395,,,,,,,460,,0.599388,9.491987179,,,,1.6,,,
8,May,,2006,12.26445117,9.4,0.534663965,NA,NA,NA,NA,NA,NA,NA,1105.833463,2.3645575,MISSING,13.91278409,0.93294344,0.941153566,3.149753663,7.220239104,0.0709,,,,,,,476,,1.195932,13.30208333,,,,3,,,
9,May,,2006,9.987539373,6.34,0.580233019,NA,NA,NA,NA,NA,NA,NA,889.6906834,2.095611263,MISSING,18.46168165,0.948616979,0.898423033,2.825520776,3.280007797,0.6006,,,,,,,467,,1.552964,11.25480769,,,,3.2,,,
10,May,,2006,11.96732093,6.93,0.58837139,NA,NA,NA,NA,NA,NA,NA,1056.527916,1.982064334,1.395249934,11.06821904,0.917137732,0.996761048,2.696509952,2.00174469,0.0706,,,,,,,426.5,,1.049812,10.79807692,,,,7.6,,,
11,May,,2006,5.881274018,2.68,0.623743948,NA,NA,NA,NA,NA,NA,NA,508.2823794,1.657804069,1.548225628,12.363192,0.92516758,1.026543444,2.303922578,1.726778755,2.2072,,,,,,,252.4,,0.321188,8.298076923,,,,2.2,,,
12,May,,2006,3.307231984,10.65,0.566967392,NA,NA,NA,NA,NA,NA,NA,341.9560824,4.490159769,MISSING,18.93588908,0.949839207,1.046569946,5.215842156,0.324748764,0.4856,,,,,,,331,,1.271332,6.262820513,,,,1.2,,,
13,May,,2006,6.014936053,4.12,0.51825638,NA,NA,NA,NA,NA,NA,NA,537.4120571,2.22612508,MISSING,21.9031979,0.956337975,0.891069363,2.992550518,1.470465202,0.1584,,,,,,,311,,0.835052,8.013621795,,,,0.8,,,
14,May,,2006,7.875492942,4.43,0.634606816,NA,NA,NA,NA,NA,NA,NA,693.3507016,1.889405541,MISSING,13.49607984,0.931015832,0.915372595,2.57761643,24.18346619,,,,,,,,610,,1.494828,16.01442308,,,,8,,,
15,May,,2006,6.842988656,3.51,0.534823715,NA,NA,NA,NA,NA,NA,NA,606.0705823,1.797460235,MISSING,31.76530573,0.969479912,0.891760025,2.437531441,1.913254954,6.0636,,,,,,,655,,0.22166,37.84134615,,,,1.4,,,
16,May,,2006,9.275917114,5.51,0.580959616,NA,NA,NA,NA,NA,NA,NA,810.5396693,1.963148202,MISSING,21.59620299,0.955744777,0.896879573,2.698385474,2.489149017,0.5095,,,,,,,539,,0.849716,17.02003205,,,,4,,,
17,May,,2006,22.32962151,17.62,0.50856765,NA,NA,NA,NA,NA,NA,NA,1976.472101,2.460408923,MISSING,28.85997762,0.966510357,0.866012539,3.338614583,2.578264847,0.2636,,,,,,,357,,0.69486,9.728365385,,,,2.4,,,
18,May,,2006,6.166761221,3.53,0.469952202,NA,NA,NA,NA,NA,NA,NA,542.1694559,1.89564661,1.398627074,52.26212172,0.981224931,0.982372937,2.589690022,5.717406465,1.82,,,,,,,458,,1.094948,20.20112179,,,,1.6,,,
19,May,,2006,,MISSING,MISSING,NA,NA,NA,NA,NA,NA,NA,MISSING,MISSING,NA,MISSING,MISSING,MISSING,MISSING,,,,,,,,,,,,,,,,3.168316832,,,
20,May,,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,,,,NA,,NA,,,NA,,,,
21,May,,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,,,,NA,,NA,,,NA,,,,
22,May,,2006,6.114134705,4.5,0.521644593,NA,NA,NA,NA,NA,NA,NA,547.567266,2.172016261,NA,15.46413534,0.939261918,0.904146077,2.91292241,1.546329231,,,,,,,,98.3,,0.308084,7.512820513,,,,0.8,,,
23,May,,2006,,MISSING,MISSING,NA,NA,NA,NA,NA,NA,NA,MISSING,MISSING,NA,MISSING,MISSING,MISSING,MISSING,,0.1344,,,,,,,290,,,10.77804487,,,,,,,
24,May,,2006,6.104354556,2.61,0.648843626,NA,NA,NA,NA,NA,NA,NA,530.6688785,1.549713391,NA,12.43168616,0.925549184,0.992440389,2.141094505,,,,,,,,,190.6,,0.412812,9.604166667,,,,1,,,
25,May,,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,,,,NA,,NA,,,NA,,,,
26,May,,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,NA,,,,NA,,NA,,,NA,,,,
27,May,,2006,4.53627069,2.16,0.594076023,NA,NA,NA,NA,NA,NA,NA,397.156739,1.659953851,NA,7.730445745,0.885458311,0.840316916,2.277200967,0.567492428,1.535,,,,,,,423,,1.1899,5.409455128,,,,2.574257426,,,
28,May,,2006,3.15680398,6.23,0.609396094,NA,NA,NA,NA,NA,NA,NA,318.2921842,3.677770325,NA,13.60516002,0.931531048,1.640994019,4.38101323,0.945204849,0.7559,,,,,,,379,,0.942068,9.864583333,,,,1.2,,,
29,May,,2006,19.90181598,15.53,0.51504536,NA,NA,NA,NA,NA,NA,NA,1776.025968,2.479673214,NA,27.23903915,0.96458803,0.886314095,3.337383888,1.487871394,0.2947,,,,,,,335,,0.722732,12.32451923,,,,0.4,,,
30,May,,2006,7.06467203,MISSING,MISSING,NA,NA,NA,NA,NA,NA,NA,MISSING,MISSING,NA,MISSING,MISSING,MISSING,MISSING,1.615090799,0.44,,,,,,,487,,1.054388,12.82932692,,,,2.6,,,
31,May,,2006,11.50532533,8.05,0.558054541,NA,NA,NA,NA,NA,NA,NA,1027.43324,2.26503808,NA,14.01166228,0.933385125,0.946014352,3.046415376,1.566816788,0.5069,,,,,,,379.5,,0.43902,11.24278846,,,,2.4,,,
32,May,,2006,8.056658556,MISSING,MISSING,NA,NA,NA,NA,NA,NA,NA,MISSING,MISSING,NA,MISSING,MISSING,MISSING,MISSING,5.140156534,1.1549,,,,,,,584,,1.61266,6.815705128,,,,3.96039604,,,
33,May,,2006,4.317847366,MISSING,MISSING,NA,NA,NA,NA,NA,NA,NA,MISSING,MISSING,NA,MISSING,MISSING,MISSING,MISSING,0.683820891,2.965,,,,,,,426,,1.04898,11.47516026,,,,0.8,,,
34,May,,2006,3.897300965,MISSING,MISSING,NA,NA,NA,NA,NA,NA,NA,MISSING,MISSING,NA,MISSING,MISSING,MISSING,MISSING,5.818813476,0.3217,,,,,,,660,,3.098612,5.4375,,,,7.524752475,,,
35,May,,2006,9.538118247,MISSING,MISSING,NA,NA,NA,NA,NA,NA,NA,MISSING,MISSING,NA,MISSING,MISSING,MISSING,MISSING,11.21866027,0.6831,,,,,,,667,,1.860908,8.382211538,,,,2.8,,,
